INFO 2012-01-18 22:58:31,446 Searching 23890 pages for events.
INFO 2012-01-18 23:04:29,688 Importing events for Facebook page 156858647709313
INFO 2012-01-18 23:04:29,688 Importing events for Facebook page 116148615079186
INFO 2012-01-18 23:04:29,688 Importing events for Facebook page 148479338504527
INFO 2012-01-18 23:04:29,688 Importing events for Facebook page 305187292824943
INFO 2012-01-18 23:04:29,688 Importing events for Facebook page 202630929763627
INFO 2012-01-18 23:04:29,688 Importing events for Facebook page 192890247399721
INFO 2012-01-18 23:04:29,688 Importing events for Facebook page 268669039831086
INFO 2012-01-18 23:04:29,689 Importing events for Facebook page 140329339335588
INFO 2012-01-18 23:04:29,689 Importing events for Facebook page 215148551849069
INFO 2012-01-18 23:04:29,689 Importing events for Facebook page 177754015607567
INFO 2012-01-18 23:04:29,689 Importing events for Facebook page 159494427408551
INFO 2012-01-18 23:04:29,689 Importing events for Facebook page 108138332561545
INFO 2012-01-18 23:04:29,689 Importing events for Facebook page 115178388500064
INFO 2012-01-18 23:04:29,689 Importing events for Facebook page 147486311937897
INFO 2012-01-18 23:04:29,689 Importing events for Facebook page 150531308365998
INFO 2012-01-18 23:04:29,689 Importing events for Facebook page 130711480339527
INFO 2012-01-18 23:04:29,689 Importing events for Facebook page 116404108388302
INFO 2012-01-18 23:04:29,690 Importing events for Facebook page 120169647995029
INFO 2012-01-18 23:04:29,690 Importing events for Facebook page 50687656975
INFO 2012-01-18 23:04:29,690 Importing events for Facebook page 225823747455240
INFO 2012-01-18 23:04:29,690 Importing events for Facebook page 206611596031119
INFO 2012-01-18 23:04:29,690 Importing events for Facebook page 120274911322974
INFO 2012-01-18 23:04:29,690 Importing events for Facebook page 160461674039161
INFO 2012-01-18 23:04:30,565 Importing events for Facebook page 108112129230246
INFO 2012-01-18 23:04:30,565 240267352706128: Imported successfully as **2 Sleeps till Christmas Party**
INFO 2012-01-18 23:04:30,565 Importing events for Facebook page 142535255778735
INFO 2012-01-18 23:04:30,566 Importing events for Facebook page 117259208293265
INFO 2012-01-18 23:04:30,566 Importing events for Facebook page 111753085529244
INFO 2012-01-18 23:04:30,566 Importing events for Facebook page 112587972179562
INFO 2012-01-18 23:04:30,566 Importing events for Facebook page 121021094578475
INFO 2012-01-18 23:04:30,566 Importing events for Facebook page 187134341306215
INFO 2012-01-18 23:04:30,566 Importing events for Facebook page 167502906660522
INFO 2012-01-18 23:04:30,567 Importing events for Facebook page 100377643366869
INFO 2012-01-18 23:04:30,567 Importing events for Facebook page 150968124948592
INFO 2012-01-18 23:04:30,567 Importing events for Facebook page 208000715902624
INFO 2012-01-18 23:04:30,567 Importing events for Facebook page 104019107194
INFO 2012-01-18 23:04:30,567 Importing events for Facebook page 267887719915509
INFO 2012-01-18 23:04:30,568 Importing events for Facebook page 120246134658675
INFO 2012-01-18 23:04:30,568 Importing events for Facebook page 117285421623129
INFO 2012-01-18 23:04:30,568 Importing events for Facebook page 233204540029261
INFO 2012-01-18 23:04:30,568 Importing events for Facebook page 148425108516515
INFO 2012-01-18 23:04:30,568 Importing events for Facebook page 208425232532702
INFO 2012-01-18 23:04:30,569 Importing events for Facebook page 148125715213541
INFO 2012-01-18 23:04:30,569 Importing events for Facebook page 195669610467456
INFO 2012-01-18 23:04:30,569 Importing events for Facebook page 202552519792426
INFO 2012-01-18 23:04:30,569 Importing events for Facebook page 111652232206330
INFO 2012-01-18 23:04:30,569 Importing events for Facebook page 116529398371887
INFO 2012-01-18 23:04:30,569 Importing events for Facebook page 209805615720287
INFO 2012-01-18 23:04:30,570 Importing events for Facebook page 198060123562017
INFO 2012-01-18 23:04:30,570 Importing events for Facebook page 167779623284048
INFO 2012-01-18 23:04:30,570 Importing events for Facebook page 162720967115926
INFO 2012-01-18 23:04:30,570 Importing events for Facebook page 111667722202478
INFO 2012-01-18 23:04:30,570 Importing events for Facebook page 276966002322021
INFO 2012-01-18 23:04:30,570 Importing events for Facebook page 143760785663680
INFO 2012-01-18 23:04:30,571 Importing events for Facebook page 143189042380780
INFO 2012-01-18 23:04:30,571 Importing events for Facebook page 144200058969577
INFO 2012-01-18 23:04:30,571 Importing events for Facebook page 115680601795448
INFO 2012-01-18 23:04:30,571 Importing events for Facebook page 152087128140788
INFO 2012-01-18 23:04:30,572 Importing events for Facebook page 152817638068580
INFO 2012-01-18 23:04:30,572 Importing events for Facebook page 145805688781659
INFO 2012-01-18 23:04:30,572 Importing events for Facebook page 184877361529622
INFO 2012-01-18 23:04:30,572 Importing events for Facebook page 120949434586296
INFO 2012-01-18 23:04:30,572 Importing events for Facebook page 74584193774
INFO 2012-01-18 23:04:30,573 Importing events for Facebook page 223090281088555
INFO 2012-01-18 23:04:30,573 Importing events for Facebook page 186972434685202
INFO 2012-01-18 23:04:30,573 Importing events for Facebook page 164176226952295
INFO 2012-01-18 23:04:30,573 Importing events for Facebook page 195809160447101
INFO 2012-01-18 23:04:30,573 Importing events for Facebook page 124568414256479
INFO 2012-01-18 23:04:30,573 Importing events for Facebook page 117412224945110
INFO 2012-01-18 23:04:30,574 Importing events for Facebook page 123573744370605
INFO 2012-01-18 23:04:30,574 Importing events for Facebook page 223451554339403
INFO 2012-01-18 23:04:30,574 Importing events for Facebook page 123135577754643
INFO 2012-01-18 23:04:30,574 Importing events for Facebook page 116058751755621
INFO 2012-01-18 23:04:30,574 Importing events for Facebook page 190080391004079
INFO 2012-01-18 23:04:30,574 Importing events for Facebook page 151148261563057
INFO 2012-01-18 23:04:30,574 Importing events for Facebook page 124244134325671
INFO 2012-01-18 23:04:30,575 Importing events for Facebook page 116993931651610
INFO 2012-01-18 23:04:30,575 Importing events for Facebook page 202721449755033
INFO 2012-01-18 23:04:30,575 Importing events for Facebook page 111740445572416
INFO 2012-01-18 23:04:30,575 Importing events for Facebook page 140447099325606
INFO 2012-01-18 23:04:30,575 Importing events for Facebook page 188061127907725
INFO 2012-01-18 23:04:30,576 Importing events for Facebook page 214928298524453
INFO 2012-01-18 23:04:30,576 Importing events for Facebook page 213044782044246
INFO 2012-01-18 23:04:30,576 Importing events for Facebook page 260856167265529
INFO 2012-01-18 23:04:30,576 Importing events for Facebook page 113311302034566
INFO 2012-01-18 23:04:30,576 Importing events for Facebook page 135522176520142
INFO 2012-01-18 23:04:30,576 Importing events for Facebook page 182349635141510
INFO 2012-01-18 23:04:30,576 Importing events for Facebook page 242964589065964
INFO 2012-01-18 23:04:30,577 Importing events for Facebook page 162526293790486
INFO 2012-01-18 23:04:30,577 Importing events for Facebook page 120221087994058
INFO 2012-01-18 23:04:30,577 Importing events for Facebook page 205842276101648
INFO 2012-01-18 23:04:30,577 Importing events for Facebook page 172034076167573
INFO 2012-01-18 23:04:30,577 Importing events for Facebook page 138392156191508
INFO 2012-01-18 23:04:30,577 Importing events for Facebook page 120452427972112
INFO 2012-01-18 23:04:30,577 Importing events for Facebook page 139427729428836
INFO 2012-01-18 23:04:30,577 Importing events for Facebook page 144876728875522
INFO 2012-01-18 23:04:30,578 Importing events for Facebook page 160824577325761
INFO 2012-01-18 23:04:30,578 Importing events for Facebook page 177647468958618
INFO 2012-01-18 23:04:30,578 Importing events for Facebook page 107381155985358
INFO 2012-01-18 23:04:30,578 Importing events for Facebook page 115853545102865
INFO 2012-01-18 23:04:30,578 Importing events for Facebook page 226186077401604
INFO 2012-01-18 23:04:30,578 Importing events for Facebook page 152440998099531
INFO 2012-01-18 23:04:30,578 Importing events for Facebook page 197592633630545
INFO 2012-01-18 23:04:30,578 Importing events for Facebook page 143961208968192
INFO 2012-01-18 23:04:32,214 Importing events for Facebook page 153303391420678
INFO 2012-01-18 23:04:32,214 195638813854181: Imported successfully as HSO's Annual Holiday Celebration
INFO 2012-01-18 23:04:32,214 207923199282888: Imported successfully as Self Defense Class: GIRLS ONLY!
INFO 2012-01-18 23:04:32,214 Importing events for Facebook page 122667057808990
INFO 2012-01-18 23:04:32,215 Importing events for Facebook page 117204851632151
INFO 2012-01-18 23:04:32,215 Importing events for Facebook page 136307343065946
INFO 2012-01-18 23:04:32,215 Importing events for Facebook page 113262382074773
INFO 2012-01-18 23:04:32,215 Importing events for Facebook page 134722293272339
INFO 2012-01-18 23:04:32,215 Importing events for Facebook page 136346603074223
INFO 2012-01-18 23:04:32,215 Importing events for Facebook page 117579338259951
INFO 2012-01-18 23:04:32,215 Importing events for Facebook page 128216290548389
INFO 2012-01-18 23:04:32,215 Importing events for Facebook page 116092718410936
INFO 2012-01-18 23:04:32,215 Importing events for Facebook page 161650830525244
INFO 2012-01-18 23:04:32,215 Importing events for Facebook page 154385117934782
INFO 2012-01-18 23:04:32,216 Importing events for Facebook page 221984887876748
INFO 2012-01-18 23:04:32,216 Importing events for Facebook page 166597893429191
INFO 2012-01-18 23:04:32,216 Importing events for Facebook page 107111676013520
INFO 2012-01-18 23:04:32,216 Importing events for Facebook page 204256739641911
INFO 2012-01-18 23:04:32,216 Importing events for Facebook page 148074495229201
INFO 2012-01-18 23:04:32,216 Importing events for Facebook page 110884282278957
INFO 2012-01-18 23:04:32,216 Importing events for Facebook page 152525071236
INFO 2012-01-18 23:04:32,216 Importing events for Facebook page 104988606210583
INFO 2012-01-18 23:04:32,216 Importing events for Facebook page 209706379048078
INFO 2012-01-18 23:04:32,216 Importing events for Facebook page 234110559964416
INFO 2012-01-18 23:04:32,217 Importing events for Facebook page 162101227163861
INFO 2012-01-18 23:04:32,217 Importing events for Facebook page 111744628864699
INFO 2012-01-18 23:04:32,217 Importing events for Facebook page 174030629316692
INFO 2012-01-18 23:04:32,217 Importing events for Facebook page 108145205894153
INFO 2012-01-18 23:04:32,217 Importing events for Facebook page 166725526682096
INFO 2012-01-18 23:04:32,217 Importing events for Facebook page 116163918411245
INFO 2012-01-18 23:04:32,217 Importing events for Facebook page 130817280303277
INFO 2012-01-18 23:04:32,217 Importing events for Facebook page 104980932878127
INFO 2012-01-18 23:04:32,217 Importing events for Facebook page 159504787443245
INFO 2012-01-18 23:04:32,217 Importing events for Facebook page 204647239555032
INFO 2012-01-18 23:04:32,218 Importing events for Facebook page 117067681712641
INFO 2012-01-18 23:04:32,218 Importing events for Facebook page 171799252865830
INFO 2012-01-18 23:04:32,218 Importing events for Facebook page 213327208739159
INFO 2012-01-18 23:04:32,218 Importing events for Facebook page 150884504928690
INFO 2012-01-18 23:04:32,218 Importing events for Facebook page 111635172204941
INFO 2012-01-18 23:04:32,218 Importing events for Facebook page 157605440921122
INFO 2012-01-18 23:04:32,218 Importing events for Facebook page 170849469621654
INFO 2012-01-18 23:04:32,218 Importing events for Facebook page 106101842815705
INFO 2012-01-18 23:04:32,218 Importing events for Facebook page 102627108724
INFO 2012-01-18 23:04:32,218 Importing events for Facebook page 177999772249777
INFO 2012-01-18 23:04:32,219 Importing events for Facebook page 113615321992582
INFO 2012-01-18 23:04:32,219 Importing events for Facebook page 120911047977980
INFO 2012-01-18 23:04:32,219 Importing events for Facebook page 189307801092861
INFO 2012-01-18 23:04:32,219 Importing events for Facebook page 111534335554183
INFO 2012-01-18 23:04:32,219 Importing events for Facebook page 53314217884
INFO 2012-01-18 23:04:32,219 Importing events for Facebook page 139574339411104
INFO 2012-01-18 23:04:32,219 Importing events for Facebook page 113183248760402
INFO 2012-01-18 23:04:32,219 Importing events for Facebook page 100858083292718
INFO 2012-01-18 23:04:32,219 Importing events for Facebook page 223170431056754
INFO 2012-01-18 23:04:32,220 Importing events for Facebook page 246098519006
INFO 2012-01-18 23:04:32,220 Importing events for Facebook page 151651251516068
INFO 2012-01-18 23:04:32,220 Importing events for Facebook page 120421144641024
INFO 2012-01-18 23:04:32,220 Importing events for Facebook page 175480915821851
INFO 2012-01-18 23:04:32,220 Importing events for Facebook page 116259505061255
INFO 2012-01-18 23:04:32,220 Importing events for Facebook page 119432721443079
INFO 2012-01-18 23:04:32,220 Importing events for Facebook page 213491488674033
INFO 2012-01-18 23:04:32,220 Importing events for Facebook page 122564007812668
INFO 2012-01-18 23:04:32,220 Importing events for Facebook page 114176445279309
INFO 2012-01-18 23:04:32,220 Importing events for Facebook page 155886417808414
INFO 2012-01-18 23:04:32,221 Importing events for Facebook page 174674522616438
INFO 2012-01-18 23:04:32,221 Importing events for Facebook page 120864731261059
INFO 2012-01-18 23:04:32,221 Importing events for Facebook page 168787799806790
INFO 2012-01-18 23:04:32,221 Importing events for Facebook page 165386333507935
INFO 2012-01-18 23:04:32,221 Importing events for Facebook page 136160863095257
INFO 2012-01-18 23:04:32,221 Importing events for Facebook page 124364837662866
INFO 2012-01-18 23:04:32,221 Importing events for Facebook page 111780765525450
INFO 2012-01-18 23:04:32,221 Importing events for Facebook page 153510967995620
INFO 2012-01-18 23:04:32,221 Importing events for Facebook page 128491433863046
INFO 2012-01-18 23:04:32,221 Importing events for Facebook page 111679512230430
INFO 2012-01-18 23:04:32,222 Importing events for Facebook page 115985245088443
INFO 2012-01-18 23:04:32,222 Importing events for Facebook page 136651953069497
INFO 2012-01-18 23:04:32,222 Importing events for Facebook page 238844289471725
INFO 2012-01-18 23:04:32,222 Importing events for Facebook page 142217279123746
INFO 2012-01-18 23:04:32,222 Importing events for Facebook page 234530879954049
INFO 2012-01-18 23:04:32,222 Importing events for Facebook page 115581671804463
INFO 2012-01-18 23:04:32,222 Importing events for Facebook page 263322693682443
INFO 2012-01-18 23:04:32,494 Importing events for Facebook page 284705640661
INFO 2012-01-18 23:04:32,494 218339464918808: Imported successfully as Princess & Friends Craft Event
INFO 2012-01-18 23:04:32,494 Importing events for Facebook page 112889022073433
INFO 2012-01-18 23:04:32,494 Importing events for Facebook page 146090972077836
INFO 2012-01-18 23:04:32,494 Importing events for Facebook page 171995316210931
INFO 2012-01-18 23:04:32,495 Importing events for Facebook page 166404570052108
INFO 2012-01-18 23:04:32,495 Importing events for Facebook page 140173686039682
INFO 2012-01-18 23:04:32,495 Importing events for Facebook page 105681202823610
INFO 2012-01-18 23:04:32,495 Importing events for Facebook page 131672560227024
INFO 2012-01-18 23:04:32,495 Importing events for Facebook page 115910518430728
INFO 2012-01-18 23:04:32,495 Importing events for Facebook page 112766188779838
INFO 2012-01-18 23:04:32,495 Importing events for Facebook page 143332825704757
INFO 2012-01-18 23:04:32,495 Importing events for Facebook page 111693585550622
INFO 2012-01-18 23:04:32,495 Importing events for Facebook page 141098605929582
INFO 2012-01-18 23:04:32,495 Importing events for Facebook page 210373935660265
INFO 2012-01-18 23:04:32,496 Importing events for Facebook page 226242657387422
INFO 2012-01-18 23:04:32,496 Importing events for Facebook page 229677507101968
INFO 2012-01-18 23:04:32,496 Importing events for Facebook page 142706599101880
INFO 2012-01-18 23:04:32,496 Importing events for Facebook page 241878305864705
INFO 2012-01-18 23:04:32,496 Importing events for Facebook page 158161647574237
INFO 2012-01-18 23:04:32,496 Importing events for Facebook page 118672304860634
INFO 2012-01-18 23:04:32,496 Importing events for Facebook page 133009323450749
INFO 2012-01-18 23:04:32,496 Importing events for Facebook page 113729938655122
INFO 2012-01-18 23:04:44,167 Importing events for Facebook page 152592771421466
INFO 2012-01-18 23:04:44,167 256391514423410: Imported successfully as Off the Wall 2012: Kota Yamazaki/Fluid hug hug (glowing)
INFO 2012-01-18 23:04:44,167 263210820407432: Imported successfully as Sound Series: Bear in Heaven
INFO 2012-01-18 23:04:44,167 299710120079324: Imported successfully as Sound Series: Kimya Dawson, with special guest, Your Heart Breaks
INFO 2012-01-18 23:04:44,168 338196889540863: Imported successfully as Off the Wall 2012: Henry Rollins - The Long March
INFO 2012-01-18 23:04:44,168 240286539372745: Imported successfully as Off the Wall 2012: Carmelita Tropicana Homage to Jack Smith & Ole/Ghost
INFO 2012-01-18 23:04:44,168 193997400693675: Imported successfully as Off the Wall 2012 - Young Jean Lee: We're Gonna Die
INFO 2012-01-18 23:04:44,168 342003482484237: Imported successfully as Crispin Hellion Glover Live with his Big Slide Show Part 1 and film What Is
INFO 2012-01-18 23:04:44,168 273193896077904: Imported successfully as Crispin Hellion Glover Live with his Big Slide Show Part 2 and film It is f
INFO 2012-01-18 23:04:44,168 261469550580348: Imported successfully as Off the Wall 2012 - Rabih Mruoé: The Pixelated Revolution
INFO 2012-01-18 23:04:44,168 162500753850352: Imported successfully as Off the Wall 2012: Rabih Mruoé TWO SHOW package including Looking for a Mis
INFO 2012-01-18 23:04:44,169 332227770138890: Imported successfully as Off the Wall 2012 - Rabih Mruoé: Looking for a Missing Employee
INFO 2012-01-18 23:04:44,169 155834827857786: Imported successfully as Off The Wall 2012: FULL SEASON SUBSCRIPTION
INFO 2012-01-18 23:04:44,169 204294562991860: Imported successfully as A Pittsburgh Treasure Sampler: Word of God: Valance, St. Anthonys Reliquari
INFO 2012-01-18 23:04:44,169 274476115900249: Imported successfully as Sound Series: Ra Ra Riot Co-presented with the Carnegie Museum of Art and W
INFO 2012-01-18 23:04:44,170 168517159873729: Imported successfully as Revenge of the Nerds film screening with special guest, star Curtis Armstro
INFO 2012-01-18 23:04:44,170 Importing events for Facebook page 157521370930462
INFO 2012-01-18 23:04:44,170 Importing events for Facebook page 116665491691533
INFO 2012-01-18 23:04:44,170 Importing events for Facebook page 181507561921119
INFO 2012-01-18 23:04:44,170 Importing events for Facebook page 142609485788581
INFO 2012-01-18 23:04:44,170 Importing events for Facebook page 108481729212093
INFO 2012-01-18 23:04:44,171 Importing events for Facebook page 167630603300573
INFO 2012-01-18 23:04:44,171 Importing events for Facebook page 43587112789
INFO 2012-01-18 23:04:44,171 Importing events for Facebook page 159798460732224
INFO 2012-01-18 23:04:44,171 Importing events for Facebook page 120925221255983
INFO 2012-01-18 23:04:44,171 Importing events for Facebook page 219533755284
INFO 2012-01-18 23:04:44,171 Importing events for Facebook page 111546042217293
INFO 2012-01-18 23:04:44,171 Importing events for Facebook page 130857230300534
INFO 2012-01-18 23:04:44,171 Importing events for Facebook page 111668922202395
INFO 2012-01-18 23:04:44,171 Importing events for Facebook page 121111464570298
INFO 2012-01-18 23:04:44,918 Importing events for Facebook page 181260321887477
INFO 2012-01-18 23:04:44,918 133387183428136: Imported successfully as Annual Cookie Pick-up Days
INFO 2012-01-18 23:04:44,918 Importing events for Facebook page 113959635301745
INFO 2012-01-18 23:04:44,918 Importing events for Facebook page 153224254688019
INFO 2012-01-18 23:04:44,919 Importing events for Facebook page 178687605540812
INFO 2012-01-18 23:04:44,919 Importing events for Facebook page 144676658895916
INFO 2012-01-18 23:04:44,919 Importing events for Facebook page 120466254632335
INFO 2012-01-18 23:04:44,919 Importing events for Facebook page 126434360740951
INFO 2012-01-18 23:04:44,919 Importing events for Facebook page 174684449221112
INFO 2012-01-18 23:04:44,919 Importing events for Facebook page 154011433055
INFO 2012-01-18 23:04:45,609 Importing events for Facebook page 111548318885715
INFO 2012-01-18 23:04:45,609 183104768452823: Imported successfully as Christmas at Triumph
INFO 2012-01-18 23:04:45,610 Importing events for Facebook page 123643051016703
INFO 2012-01-18 23:04:45,610 Importing events for Facebook page 207384832632258
INFO 2012-01-18 23:04:45,610 Importing events for Facebook page 111781495523681
INFO 2012-01-18 23:04:45,610 Importing events for Facebook page 139573942748413
INFO 2012-01-18 23:04:52,622 Importing events for Facebook page 116206488407893
INFO 2012-01-18 23:04:52,623 239037466149601: Imported successfully as Ugly Christmas Sweater Party!
INFO 2012-01-18 23:04:52,623 315276118486711: Imported successfully as Great Lakes Brewing Beer Tasting!
INFO 2012-01-18 23:04:52,623 Importing events for Facebook page 196106150427604
INFO 2012-01-18 23:04:52,623 Importing events for Facebook page 141913772524799
INFO 2012-01-18 23:04:52,623 Importing events for Facebook page 139278419442011
INFO 2012-01-18 23:04:52,623 Importing events for Facebook page 120197951329791
INFO 2012-01-18 23:04:52,623 Importing events for Facebook page 115706858484296
INFO 2012-01-18 23:04:52,624 Importing events for Facebook page 108139479227395
INFO 2012-01-18 23:04:53,783 Importing events for Facebook page 186504851369992
INFO 2012-01-18 23:04:53,783 311560138875367: Imported successfully as New Year's Eve Service
INFO 2012-01-18 23:04:53,784 201631313257768: Imported successfully as Christmas Eve Service
INFO 2012-01-18 23:04:53,784 Importing events for Facebook page 111298835569151
INFO 2012-01-18 23:04:53,784 Importing events for Facebook page 236843610051
INFO 2012-01-18 23:04:53,784 Importing events for Facebook page 135055803227356
INFO 2012-01-18 23:04:53,784 Importing events for Facebook page 334877918432
INFO 2012-01-18 23:04:53,784 Importing events for Facebook page 111651245537672
INFO 2012-01-18 23:04:53,784 Importing events for Facebook page 274483979233444
INFO 2012-01-18 23:04:53,785 Importing events for Facebook page 120304911319155
INFO 2012-01-18 23:04:53,785 Importing events for Facebook page 194530407224695
INFO 2012-01-18 23:04:53,785 Importing events for Facebook page 212776002087888
INFO 2012-01-18 23:04:53,785 Importing events for Facebook page 221930414528717
INFO 2012-01-18 23:04:53,785 Importing events for Facebook page 148300451898527
INFO 2012-01-18 23:04:53,785 Importing events for Facebook page 211010135578486
INFO 2012-01-18 23:04:53,785 Importing events for Facebook page 114333381971485
INFO 2012-01-18 23:04:53,785 Importing events for Facebook page 133604393382942
INFO 2012-01-18 23:04:53,785 Importing events for Facebook page 154995781203742
INFO 2012-01-18 23:04:53,786 Importing events for Facebook page 234267466626771
INFO 2012-01-18 23:04:53,786 Importing events for Facebook page 133979053314066
INFO 2012-01-18 23:04:53,786 Importing events for Facebook page 139130046123657
INFO 2012-01-18 23:04:53,786 Importing events for Facebook page 219480508071528
INFO 2012-01-18 23:04:53,786 Importing events for Facebook page 223322017710094
INFO 2012-01-18 23:04:53,786 Importing events for Facebook page 138859172818238
INFO 2012-01-18 23:04:53,786 Importing events for Facebook page 109382169080745
INFO 2012-01-18 23:04:53,786 Importing events for Facebook page 197035286994831
INFO 2012-01-18 23:04:53,786 Importing events for Facebook page 156217174412475
INFO 2012-01-18 23:04:53,786 Importing events for Facebook page 216080038420813
INFO 2012-01-18 23:04:53,787 Importing events for Facebook page 150189215047070
INFO 2012-01-18 23:04:53,787 Importing events for Facebook page 210740642291578
INFO 2012-01-18 23:04:53,787 Importing events for Facebook page 118470014831067
INFO 2012-01-18 23:04:53,787 Importing events for Facebook page 125679884129783
INFO 2012-01-18 23:04:53,787 Importing events for Facebook page 159355354116698
INFO 2012-01-18 23:04:53,787 Importing events for Facebook page 209408045742883
INFO 2012-01-18 23:04:53,787 Importing events for Facebook page 82934409706
INFO 2012-01-18 23:04:53,787 Importing events for Facebook page 133457210087867
INFO 2012-01-18 23:04:53,787 Importing events for Facebook page 109571202493102
INFO 2012-01-18 23:04:53,787 Importing events for Facebook page 207836759255815
INFO 2012-01-18 23:04:53,788 Importing events for Facebook page 249381838525
INFO 2012-01-18 23:04:53,788 Importing events for Facebook page 144512178914396
INFO 2012-01-18 23:04:53,788 Importing events for Facebook page 111886752175667
INFO 2012-01-18 23:04:53,788 Importing events for Facebook page 157746754292866
INFO 2012-01-18 23:04:53,788 Importing events for Facebook page 115703128450762
INFO 2012-01-18 23:04:53,788 Importing events for Facebook page 289028790850
INFO 2012-01-18 23:04:53,788 Importing events for Facebook page 117516784941872
INFO 2012-01-18 23:04:53,788 Importing events for Facebook page 123328527773468
INFO 2012-01-18 23:04:53,788 Importing events for Facebook page 128632627197012
INFO 2012-01-18 23:04:53,788 Importing events for Facebook page 149077601786859
INFO 2012-01-18 23:04:53,789 Importing events for Facebook page 242548569127251
INFO 2012-01-18 23:04:53,789 Importing events for Facebook page 206541506035857
INFO 2012-01-18 23:04:53,789 Importing events for Facebook page 151494031532427
INFO 2012-01-18 23:04:53,789 Importing events for Facebook page 112793452132929
INFO 2012-01-18 23:04:53,789 Importing events for Facebook page 142362982467795
INFO 2012-01-18 23:04:53,789 Importing events for Facebook page 110453462375193
INFO 2012-01-18 23:04:53,789 Importing events for Facebook page 170329123028047
INFO 2012-01-18 23:04:53,789 Importing events for Facebook page 116099848412224
INFO 2012-01-18 23:04:53,789 Importing events for Facebook page 188915887806677
INFO 2012-01-18 23:04:53,789 Importing events for Facebook page 116659758358354
INFO 2012-01-18 23:04:53,790 Importing events for Facebook page 303569056339206
INFO 2012-01-18 23:04:53,790 Importing events for Facebook page 108104119231704
INFO 2012-01-18 23:04:53,790 Importing events for Facebook page 114511861964539
INFO 2012-01-18 23:04:53,790 Importing events for Facebook page 180231482026484
INFO 2012-01-18 23:04:53,790 Importing events for Facebook page 179518328776179
INFO 2012-01-18 23:04:53,790 Importing events for Facebook page 142182962519350
INFO 2012-01-18 23:04:53,790 Importing events for Facebook page 102619973152875
INFO 2012-01-18 23:04:53,790 Importing events for Facebook page 146807548682167
INFO 2012-01-18 23:04:53,790 Importing events for Facebook page 140224509348441
INFO 2012-01-18 23:04:53,790 Importing events for Facebook page 182270435138329
INFO 2012-01-18 23:04:53,791 Importing events for Facebook page 145502285472467
INFO 2012-01-18 23:04:53,791 Importing events for Facebook page 204683276250304
INFO 2012-01-18 23:04:53,791 Importing events for Facebook page 257240974327083
INFO 2012-01-18 23:04:53,791 Importing events for Facebook page 223362961027491
INFO 2012-01-18 23:04:53,791 Importing events for Facebook page 222742696638
INFO 2012-01-18 23:04:53,791 Importing events for Facebook page 211231885554559
INFO 2012-01-18 23:04:53,791 Importing events for Facebook page 209630149119744
INFO 2012-01-18 23:04:53,791 Importing events for Facebook page 172275662822176
INFO 2012-01-18 23:04:53,791 Importing events for Facebook page 110433855678151
INFO 2012-01-18 23:04:53,791 Importing events for Facebook page 150934904922195
INFO 2012-01-18 23:04:53,792 Importing events for Facebook page 107336509323559
INFO 2012-01-18 23:04:53,792 Importing events for Facebook page 150464254970057
INFO 2012-01-18 23:04:53,792 Importing events for Facebook page 251599304867830
INFO 2012-01-18 23:04:53,792 Importing events for Facebook page 122039927820092
INFO 2012-01-18 23:04:53,792 Importing events for Facebook page 111505575554475
INFO 2012-01-18 23:04:53,792 Importing events for Facebook page 114114571993659
INFO 2012-01-18 23:04:53,792 Importing events for Facebook page 216844781693033
INFO 2012-01-18 23:04:53,792 Importing events for Facebook page 218634658151432
INFO 2012-01-18 23:04:53,792 Importing events for Facebook page 152723598074864
INFO 2012-01-18 23:04:53,793 Importing events for Facebook page 114925558569322
INFO 2012-01-18 23:04:53,793 Importing events for Facebook page 213472155365454
INFO 2012-01-18 23:04:53,793 Importing events for Facebook page 105610936163291
INFO 2012-01-18 23:04:53,793 Importing events for Facebook page 113534727972
INFO 2012-01-18 23:04:53,793 Importing events for Facebook page 108153182559794
INFO 2012-01-18 23:04:53,793 Importing events for Facebook page 232131163478806
INFO 2012-01-18 23:04:53,793 Importing events for Facebook page 117561068269714
INFO 2012-01-18 23:04:53,794 Importing events for Facebook page 114074925289670
INFO 2012-01-18 23:04:53,794 Importing events for Facebook page 148212001864901
INFO 2012-01-18 23:04:53,794 Importing events for Facebook page 115676058453759
INFO 2012-01-18 23:04:53,794 Importing events for Facebook page 111618998877141
INFO 2012-01-18 23:04:53,794 Importing events for Facebook page 88865771355
INFO 2012-01-18 23:04:53,794 Importing events for Facebook page 121291351214331
INFO 2012-01-18 23:04:53,795 Importing events for Facebook page 127164384018929
INFO 2012-01-18 23:04:53,795 Importing events for Facebook page 116314865062677
INFO 2012-01-18 23:04:53,795 Importing events for Facebook page 182818491730235
INFO 2012-01-18 23:04:53,795 Importing events for Facebook page 141865435859633
INFO 2012-01-18 23:04:53,795 Importing events for Facebook page 198859116827514
INFO 2012-01-18 23:04:53,795 Importing events for Facebook page 337112389640711
INFO 2012-01-18 23:04:53,795 Importing events for Facebook page 132942786736293
INFO 2012-01-18 23:04:53,795 Importing events for Facebook page 158187634198787
INFO 2012-01-18 23:04:53,795 Importing events for Facebook page 140923915956932
INFO 2012-01-18 23:04:53,795 Importing events for Facebook page 186825431332611
INFO 2012-01-18 23:04:53,796 Importing events for Facebook page 198875840140538
INFO 2012-01-18 23:04:53,796 Importing events for Facebook page 194672927295250
